,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
802,802,Maximilian Eggestein,GER,Freiburg,Bundesliga,1996,31,MF,0.00788031914893617,0.01584,0.05816583850931678,0.018683333333333333,0.03187368421052632,0.6414156186019304
806,806,Albin Ekdal,SWE,Sampdoria,Serie A,1989,26,MF,0.02195212765957447,0.0,0.058275661981039555,0.025983333333333334,0.03684210526315789,0.4785024861070488
808,808,Jurgen Ekkelenkamp,NED,Hertha BSC,Bundesliga,2000,21,MFFW,0.0125,0.029430000000000005,0.05434347826086958,0.08010000000000002,0.27999999999999997,0.20971044164960514
814,814,Mohamed Elneny,EGY,Arsenal,Premier League,1992,14,MF,0.0,0.06232500000000001,0.09909037811921108,0.0033,0.0066,0.2354489616847031
818,818,Mohamed Elyounoussi,NOR,Southampton,Premier League,1994,30,MFFW,0.038096304591265395,0.02754,0.010199999999999999,0.07734014084507043,0.13533157894736844,0.596958174904943
826,826,Wataru Endo,JPN,Stuttgart,Bundesliga,1993,33,MF,0.018947368421052633,0.006389999999999999,0.07956364280265882,0.039900000000000005,0.09022105263157895,0.8476162620649313
827,827,Christian Eriksen,DEN,Brentford,Premier League,1992,11,MF,0.009438829787234043,0.03636,0.08254254113544732,0.03021666666666667,0.01876842105263158,0.2743492249195671
830,830,Gonzalo Escalante,ARG,AlavÈs,La Liga,1993,17,MF,0.006125,0.023940000000000003,0.02127391304347826,0.13496455399061036,0.25789473684210523,0.3799356536999122
840,840,Eberechi Eze,ENG,Crystal Palace,Premier League,1998,13,MFFW,0.031578947368421054,0.029700000000000008,0.0631159420289855,0.008583333333333333,0.11502631578947368,0.17665984205908158
843,843,Fabinho,BRA,Liverpool,Premier League,1993,29,MF,0.003875,0.006659999999999999,0.09334740111147434,0.08795234741784037,0.1412,0.6765136004679732
848,848,Romain Faivre,FRA,Brest,Ligue 1,1998,21,MF,0.04753639417693169,0.01395,0.059337746540263706,0.05135563380281691,0.26539473684210524,0.5247148288973384
868,868,Nabil Fekir,FRA,Betis,La Liga,1993,34,MF,0.08549308474280479,0.024885000000000004,0.06678707638661871,0.04093333333333333,0.1478,0.8169055279321439
876,876,Bruno Fernandes,POR,Manchester Utd,Premier League,1994,36,MF,0.061595086604325125,0.019529999999999995,0.08202049689440993,0.06383004694835681,0.21878421052631578,0.9096226966949401
879,879,¡lex Fern·ndez,ESP,C·diz,La Liga,1992,32,MF,0.007625,0.01386,0.07820682684973303,0.043166666666666666,0.09848947368421053,0.5995905235448962
886,886,Jordan Ferri,FRA,Montpellier,Ligue 1,1992,34,MF,0.009507278835386337,0.01098,0.127613697286695,0.0021,0.0018,0.8511260602515356
888,888,Fidel,ESP,Elche,La Liga,1989,33,MFFW,0.041608062709966406,0.031860000000000006,0.07104674730304021,0.08753333333333334,0.021936842105263157,0.6610119918104709
891,891,Luca Fiordilino,ITA,Venezia,Serie A,1996,15,MF,0.006875000000000001,0.028080000000000004,0.07288902691511387,0.004900000000000001,0.0,0.19303890026323486
901,901,Seko Fofana,CIV,Lens,Ligue 1,1995,38,MF,0.06754759238521836,0.028575,0.07164370709382151,0.042166666666666665,0.15563684210526316,0.9815735595203277
903,903,Youssouf Fofana,FRA,Monaco,Ligue 1,1999,33,MF,0.06762248949259027,0.0,0.08049819112999891,0.00515,0.0048,0.6402456858730623
910,910,Emil Forsberg,SWE,RB Leipzig,Bundesliga,1991,31,MFFW,0.08684894053315106,0.04633,0.05782823362754713,0.027566666666666666,0.23908947368421052,0.4986838256800234
911,911,Adam Forshaw,ENG,Leeds United,Premier League,1991,22,MF,0.006625000000000001,0.035100000000000006,0.07801620355235916,0.0048,0.0018,0.4472067856098274
927,927,FransÈrgio,BRA,Bordeaux,Ligue 1,1990,26,MF,0.002625,0.029720000000000003,0.04375993788819876,0.004900000000000001,0.0021000000000000003,0.36765136004679727
929,929,Davide Frattesi,ITA,Sassuolo,Serie A,1999,36,MF,0.05494699029973386,0.027180000000000003,0.07697138498419963,0.04136338028169014,0.09848947368421053,0.8344545188651653
930,930,Fred,BRA,Manchester Utd,Premier League,1993,28,MF,0.027995520716685332,0.00756,0.08443853111038466,0.09680000000000002,0.13803157894736842,0.5928634103539047
933,933,Remo Freuler,SUI,Atalanta,Serie A,1992,29,MF,0.021097424412094064,0.00891,0.10110113871635612,0.02171666666666667,0.032773684210526316,0.6926001754899094
938,938,Jorge de Frutos,ESP,Levante,La Liga,1997,25,MFFW,0.11339218452320356,0.032985,0.016904347826086956,0.05160563380281691,0.025536842105263156,0.5144779175197427
940,940,Chris F¸hrich,GER,Stuttgart,Bundesliga,1998,25,MFFW,0.10141097424412093,0.014669999999999999,0.052469804947150485,0.03258896713615023,0.12119473684210526,0.5010236911377596
941,941,Angelo Fulgini,FRA,Angers,Ligue 1,1996,36,MFFW,0.026595744680851064,0.039735,0.07141131088591043,0.06132676056338029,0.11412631578947369,0.856390757531442
949,949,Roberto Gagliardini,ITA,Inter,Serie A,1994,18,MF,0.010375,0.023760000000000003,0.08664046529366895,0.09453333333333334,0.21471578947368417,0.1895291020766306
952,952,IÒigo Ruiz de Galarreta,ESP,Mallorca,La Liga,1993,22,MF,0.022183650615901454,0.00882,0.08365143293015147,0.004400000000000001,0.0,0.40274934191284
954,954,Pablo Galdames Mill·n,CHI,Genoa,Serie A,1996,19,MF,0.03614683650615902,0.0,0.04302981366459627,0.0039000000000000003,0.0,0.30038022813688214
956,956,Conor Gallagher,ENG,Crystal Palace,Premier League,2000,34,MF,0.04551548115937813,0.00963,0.04122443064182194,0.0649,0.18691052631578947,0.8318221702252121
960,960,Idrissa Gana Gueye,SEN,Paris S-G,Ligue 1,1989,26,MF,0.0,0.009585,0.12173481529911735,0.050033333333333346,0.11939473684210526,0.47967241883591694
964,964,Dani GarcÌa,ESP,Athletic Club,La Liga,1990,32,MF,0.002625,0.01872,0.06391958701100578,0.0012,0.0,0.6364434045042411
969,969,Manu GarcÌa,ESP,AlavÈs,La Liga,1998,24,MF,0.08504341123602041,0.015390000000000001,0.06615161817587448,0.0028,0.0024,0.31471190406551625
977,977,Johan Gastien,FRA,Clermont Foot,Ligue 1,1988,32,MF,0.020829787234042555,0.007110000000000001,0.1328149013838945,0.005450000000000001,0.0009,0.8028663351857268
982,982,Dennis Geiger,GER,Hoffenheim,Bundesliga,1998,20,MF,0.010696808510638298,0.0,0.06558091969053068,0.075131220657277,0.09968947368421054,0.402456858730623
987,987,Gerson,BRA,Marseille,Ligue 1,1997,35,MFFW,0.06147186450167974,0.015120000000000001,0.0878979731938542,0.046364553990610326,0.23998947368421053,0.7437847323778883
1004,1004,Billy Gilmour,SCO,Norwich City,Premier League,2001,24,MF,0.011590145576707726,0.032085,0.08240346518470087,0.0052499999999999995,0.0015000000000000002,0.5422638198303598
1007,1007,Nicholas Gioacchini,USA,Montpellier,Ligue 1,2000,28,MFFW,0.16506827998429344,0.018,0.02198684210526316,0.0026999999999999997,0.010799999999999999,0.14507165837964317
1018,1018,AndrÈ Gomes,POR,Everton,Premier League,1993,14,MF,0.1304917031456785,0.006479999999999999,0.06789980385746976,0.0115,0.004200000000000001,0.1807546066101199
1019,1019,Angel Gomes,ENG,Lille,Ligue 1,2000,24,MFFW,0.0707117715710941,0.013635,0.05255173804075407,0.026183333333333336,0.06901578947368421,0.2787364726528225
1024,1024,Moi GÛmez,ESP,Villarreal,La Liga,1994,29,MFFW,0.06812141148325358,0.0252,0.06115312193527297,0.05525,0.10735789473684208,0.3758408891488739
1025,1025,Papu GÛmez,ARG,Sevilla,La Liga,1988,29,MFFW,0.07317592821512195,0.03573,0.07485095347063311,0.0777556338028169,0.18571052631578946,0.5214975138929512
1028,1028,Maxime Gonalons,FRA,Granada,La Liga,1989,24,MF,0.019631578947368424,0.0,0.04721987577639752,0.003,0.0036,0.42673296285463586
1035,1035,Nicol·s Gonz·lez,ESP,Barcelona,La Liga,2002,27,MF,0.06485304169514695,0.012015,0.08222780865206494,0.0452,0.12029473684210526,0.32553378180754605
1040,1040,Anthony Gordon,ENG,Everton,Premier League,2001,35,MFFW,0.03399776035834266,0.01602,0.02953095238095238,0.042850000000000006,0.12029473684210526,0.6680315881836795
1042,1042,Leon Goretzka,GER,Bayern Munich,Bundesliga,1995,19,MF,0.008125,0.01278,0.07941528822055138,0.04008333333333333,0.1457,0.4080140391927464
1052,1052,Alberto Grassi,ITA,Cagliari,Serie A,1995,30,MF,0.016171052631578947,0.0033299999999999996,0.06589549961861176,0.018684507042253523,0.0012,0.6355659549575899
1055,1055,Demarai Gray,ENG,Everton,Premier League,1996,34,MFFW,0.125192478294382,0.036989999999999995,0.039200000000000006,0.0524511737089202,0.1445,0.6835331968411816
1060,1060,Julian Green,USA,Greuther F¸rth,Bundesliga,1995,24,MF,0.027447368421052633,0.041715,0.036950000000000004,0.00645,0.0,0.3079847908745247
1070,1070,Vincenzo Grifo,ITA,Freiburg,Bundesliga,1993,34,MFFW,0.01593505039193729,0.021735000000000004,0.06164336929279721,0.0345,0.22058421052631577,0.8113483474700205
1075,1075,Carlos Gruezo,ECU,Augsburg,Bundesliga,1995,17,MF,0.013074468085106383,0.00837,0.0079,0.0018,0.0,0.28341620356829483
1077,1077,AndrÈs Guardado,MEX,Betis,La Liga,1986,28,MF,0.0056250000000000015,0.0,0.09426313065271877,0.00405,0.0018,0.40713658964609534
1084,1084,MattÈo Guendouzi,FRA,Marseille,Ligue 1,1999,38,MF,0.05367581187010079,0.03744,0.0877140350877193,0.03656666666666667,0.08615263157894737,0.921614507165838
1088,1088,Ander Guevara,ESP,Real Sociedad,La Liga,1997,17,MF,0.0012500000000000002,0.00846,0.09575885365587883,0.0,0.0,0.2532904357999415
1089,1089,Lamine Gueye,SEN,Metz,Ligue 1,1998,14,MFFW,0.0,0.01233,0.04723054919908467,0.0,0.0144,0.16203568294823048
1090,1090,Pape Gueye,SEN,Marseille,Ligue 1,1999,28,MF,0.0036249999999999998,0.029610000000000004,0.09208762667538412,0.02952676056338028,0.0018,0.44662181924539335
1096,1096,Bruno Guimar„es,BRA,Lyon,Ligue 1,1997,20,MF,0.039003359462486,0.0,0.10200585158548545,0.00165,0.0048,0.4776250365603978
1097,1097,Bruno Guimar„es,BRA,Newcastle Utd,Premier League,1997,17,MF,0.018947368421052633,0.023399999999999997,0.10984444807671354,0.12615680751173708,0.31954210526315785,0.30213512723018426
1101,1101,Gerard Gumbau,ESP,Elche,La Liga,1994,31,MF,0.015215145576707726,0.015840000000000003,0.06877177726926009,0.00385,0.0057,0.5525007312079556
1103,1103,ılkay G¸ndoan,GER,Manchester City,Premier League,1990,27,MF,0.0859642820785038,0.025920000000000006,0.08835501797973194,0.06405000000000001,0.29306842105263153,0.5428487861947938
1110,1110,Ra˙l Guti,ESP,Elche,La Liga,1996,31,MF,0.013257978723404255,0.03357,0.06864299335294759,0.0054,0.0,0.4755776542848786
1118,1118,Nicolas Haas,SUI,Empoli,Serie A,1996,16,MF,0.00225,0.004050000000000001,0.06078437397842432,0.0045,0.005399999999999999,0.2924831822170225
1119,1119,Janik Haberer,GER,Freiburg,Bundesliga,1994,26,MF,0.00825,0.01584,0.051012117249645855,0.08381666666666666,0.2431578947368421,0.23895875987130738
1123,1123,AndrÈ Hahn,GER,Augsburg,Bundesliga,1990,32,MFFW,0.020829787234042555,0.020880000000000003,0.02455,0.05476666666666667,0.15743684210526315,0.6142146826557473
1124,1124,Amadou Haidara,MLI,RB Leipzig,Bundesliga,1998,20,MF,0.022183650615901454,0.00432,0.07938251062438706,0.0765,0.016836842105263157,0.3875402164375548
1135,1135,Genki Haraguchi,JPN,Union Berlin,Bundesliga,1991,30,MF,0.007855263157894737,0.015030000000000002,0.0066,0.029983333333333334,0.01666842105263158,0.5130155016086575
1139,1139,Abdou Harroui,NED,Sassuolo,Serie A,1998,22,MF,0.010000000000000002,0.054000000000000006,0.09641505938759942,0.006000000000000001,0.0,0.13190991517987716
1154,1154,Jordan Henderson,ENG,Liverpool,Premier League,1990,35,MF,0.023550671892497203,0.032355,0.1063572518252152,0.02315,0.056678947368421044,0.7592863410353905
1155,1155,Liam Henderson,SCO,Empoli,Serie A,1996,38,MF,0.011824468085106383,0.030645000000000006,0.03664554865424431,0.04340117370892019,0.07021578947368422,0.5905235448961685
1162,1162,Matheus Henrique,BRA,Sassuolo,Serie A,1997,25,MF,0.035789473684210524,0.02475,0.09724432821183394,0.0016,0.0024,0.3150043872477332
1174,1174,Hernani,BRA,Genoa,Serie A,1994,18,MFFW,0.025329787234042556,0.0,0.023230434782608694,0.00795,0.0,0.1991810470897923
1175,1175,Ander Herrera,ESP,Paris S-G,Ligue 1,1989,19,MF,0.024092105263157894,0.0029700000000000004,0.12056794159311322,0.07535000000000001,0.18931052631578946,0.31880666861655454
1176,1176,HÈctor Herrera,MEX,AtlÈtico Madrid,La Liga,1990,21,MF,0.04421052631578947,0.017550000000000003,0.11549389233954452,0.0063,0.0,0.2509505703422053
1178,1178,Yangel Herrera,VEN,Espanyol,La Liga,1998,23,MF,0.03486002239641657,0.00396,0.0769008281573499,0.026733333333333335,0.03834210526315789,0.480842351564785
1187,1187,Nicolas Hˆfler,GER,Freiburg,Bundesliga,1990,30,MF,0.010875000000000001,0.00837,0.06883281028658603,0.037813380281690144,0.055778947368421046,0.7601637905820415
1188,1188,Jonas Hofmann,GER,M'Gladbach,Bundesliga,1992,26,MFFW,0.04853710315440439,0.01404,0.07259097744360903,0.09291666666666669,0.38975789473684214,0.6074875694647558
1193,1193,Martin Hongla,CMR,Hellas Verona,Serie A,1998,18,MF,0.0017500000000000003,0.024704999999999998,0.060725520322545495,0.04506666666666667,0.10315789473684209,0.19011406844106463
1194,1194,Franck Honorat,FRA,Brest,Ligue 1,1996,34,MFFW,0.06689024301566296,0.01035,0.05705356870436962,0.0988767605633803,0.2541263157894737,0.8476162620649313
1205,1205,Ajdin Hrustic,AUS,Eint Frankfurt,Bundesliga,1996,23,MF,0.0699340705487122,0.0126,0.09501035741527733,0.041983333333333345,0.13999999999999999,0.28166130447499266
1209,1209,Will Hughes,ENG,Crystal Palace,Premier League,1995,16,MF,0.0075,0.0054,0.07489643674403401,0.0,0.0026999999999999997,0.30769230769230765
1213,1213,Pierre H¯jbjerg,DEN,Tottenham,Premier League,1995,36,MF,0.03585666293393057,0.00738,0.11701185027786859,0.0248,0.04601052631578948,0.934483767183387
1217,1217,Vicente Iborra,ESP,Villarreal,La Liga,1988,20,MF,0.013949468085106383,0.02772000000000001,0.07824512912716573,0.00255,0.0026999999999999997,0.30213512723018426
1222,1222,Oussama Idrissi,MAR,C·diz,La Liga,1996,12,MF,0.00948488241881299,0.0268,0.055982347172278527,0.028666666666666667,0.010368421052631579,0.2635273471775373
1225,1225,Jonathan Iglesias,URU,Clermont Foot,Ligue 1,1988,15,MF,0.003875,0.05073,0.08495309469325488,0.0,0.0,0.16905527932143902
1229,1229,Danylo Ihnatenko,UKR,Bordeaux,Ligue 1,1997,11,MF,0.02736842105263158,0.015210000000000003,0.06520312738367658,0.052924647887323956,0.011700000000000002,0.20210587891196255
1230,1230,Jonathan Ikone,FRA,Lille,Ligue 1,1998,18,MFFW,0.06114221724524076,0.04041,0.0525500599324398,0.03186666666666667,0.05894736842105263,0.31032465633226086
1232,1232,Ivan Ili?,SRB,Hellas Verona,Serie A,2001,32,MF,0.045701576838614914,0.012150000000000001,0.08315186335403726,0.019366666666666667,0.032773684210526316,0.7385200350979819
1241,1241,Bonke Innocent,NGA,Lorient,Ligue 1,1996,12,MF,0.005125000000000001,0.004185,0.06473270131851368,0.0015000000000000002,0.0,0.25533781807546063
1246,1246,Isco,ESP,Real Madrid,La Liga,1992,13,MFFW,0.07127659574468086,0.14448500000000003,0.19009022556390978,0.05160000000000001,0.2431578947368421,0.07780052646972799
1255,1255,Lee Jae-sung,KOR,Mainz 05,Bundesliga,1992,27,MFFW,0.02950657894736842,0.025290000000000003,0.05862446333224366,0.06445000000000001,0.18991052631578947,0.4197133664814273
1257,1257,Mato Jajalo,BIH,Udinese,Serie A,1988,22,MF,0.03834868421052631,0.01035,0.05812040971995205,0.0058,0.004200000000000001,0.18367943843229012
1258,1258,Kristijan Jaki?,CRO,Eint Frankfurt,Bundesliga,1997,26,MF,0.012438829787234044,0.009000000000000001,0.04332712215320911,0.0363556338028169,0.03684210526315789,0.5492834162035684
1265,1265,Vitaly Janelt,GER,Brentford,Premier League,1998,31,MF,0.034227743561030234,0.00603,0.05492380952380953,0.06706784037558686,0.11789473684210526,0.6718338695525008
1271,1271,Jason,ESP,AlavÈs,La Liga,1994,14,MFFW,0.13974370100783876,0.029970000000000004,0.01925,0.004050000000000001,0.0039000000000000003,0.19801111436092422
1277,1277,Fredrik Jensen,FIN,Augsburg,Bundesliga,1997,12,MFFW,0.005375000000000001,0.013724999999999998,0.006500000000000001,0.0033,0.0066,0.12196548698449838
1278,1278,Mathias Jensen,DEN,Brentford,Premier League,1996,31,MF,0.05229381298992161,0.03264,0.043526086956521735,0.0051,0.0018,0.46797309154723604
1285,1285,Joelinton,BRA,Newcastle Utd,Premier League,1996,35,MFFW,0.0380515117581187,0.0162,0.05291273291925466,0.05703450704225353,0.1043578947368421,0.7478794969289266
1290,1290,Curtis Jones,ENG,Liverpool,Premier League,2001,15,MF,0.055912653975363935,0.039869999999999996,0.1012659093385638,0.07289906103286385,0.08435263157894736,0.24861070488446912
1292,1292,Frenkie de Jong,NED,Barcelona,La Liga,1997,32,MF,0.012676371780515117,0.040365,0.0844832625040863,0.06455000000000001,0.08435263157894736,0.7238958759871308
1294,1294,Joan Jord·n,ESP,Sevilla,La Liga,1994,36,MF,0.025742861142217247,0.012870000000000001,0.11131344666012859,0.0014,0.0012,0.7350102369113777
1296,1296,Jorginho,ITA,Chelsea,Premier League,1991,29,MF,0.01955137178051512,0.035190000000000006,0.11328935926773456,0.0028,0.17924210526315792,0.6645217899970752
1315,1315,Jens J¯nsson,DEN,C·diz,La Liga,1993,22,MF,0.022141842105263158,0.003735,0.012,0.0,0.0021000000000000003,0.3808131032465633
1323,1323,Florian Kainz,AUT,Kˆln,Bundesliga,1992,32,MFFW,0.021097424412094064,0.027540000000000002,0.05707996077149395,0.04120234741784038,0.12269473684210526,0.6782684995612752
1324,1324,GaÎl Kakuta,COD,Lens,Ligue 1,1991,29,MFFW,0.06972004479283314,0.02907,0.06089436635065926,0.050922300469483574,0.12119473684210526,0.48903188066686165
1330,1330,Felix Kalu Nmecha,GER,Wolfsburg,Bundesliga,2000,16,MFFW,0.0,0.02763000000000001,0.09883860738803531,0.10979154929577466,0.0,0.09417958467388124
1334,1334,Daichi Kamada,JPN,Eint Frankfurt,Bundesliga,1996,32,MFFW,0.06830558019807739,0.0126,0.05994401220442411,0.042616666666666664,0.12916315789473684,0.6253290435799942
1339,1339,Kevin Kampl,SVN,RB Leipzig,Bundesliga,1990,27,MF,0.014194148936170211,0.007470000000000001,0.1152466546801787,0.0013499999999999999,0.0015000000000000002,0.5551330798479088
1343,1343,Lee Kangin,KOR,Mallorca,La Liga,2001,30,MFFW,0.07600820232399179,0.030420000000000003,0.04427276887871854,0.025050000000000003,0.04811052631578948,0.41240128692600175
1344,1344,N'Golo KantÈ,FRA,Chelsea,Premier League,1991,26,MF,0.02901019473247917,0.00864,0.08995597689876866,0.0665056338028169,0.01336842105263158,0.5182801988885639
1346,1346,Atakan Karazor,GER,Stuttgart,Bundesliga,1996,24,MF,0.022970464725643895,0.0068400000000000015,0.1177677508989866,0.0013499999999999999,0.0015000000000000002,0.5548405966656917
1349,1349,Grigoris Kastanos,CYP,Salernitana,Serie A,1998,27,MFFW,0.10100173063218976,0.011430000000000001,0.0522660019614253,0.029283333333333335,0.05367894736842104,0.3939748464463293
1353,1353,Edo Kayembe,COD,Watford,Premier League,1998,13,MF,0.008375,0.005040000000000001,0.07589186553339872,0.0022,0.0,0.23340157940918396
1357,1357,Ilan Kebbal,ALG,Reims,Ligue 1,1998,31,MFFW,0.0863157894736842,0.02079,0.06169968399259017,0.039438967136150235,0.04284210526315789,0.5179877157063469
1361,1361,Naby KeÔta,GUI,Liverpool,Premier League,1995,23,MF,0.08810052209828245,0.0,0.11348466274381608,0.08246901408450705,0.17187368421052632,0.3427902895583504
1362,1362,Yannik Keitel,GER,Freiburg,Bundesliga,2000,12,MF,0.0,0.0,0.032515734989648035,0.0126,0.0,0.14711904065516232
1369,1369,Franck KessiÈ,CIV,Milan,Serie A,1996,31,MF,0.016842105263157894,0.015119999999999998,0.09267474120082816,0.05198333333333335,0.1694736842105263,0.674758701374671
1370,1370,SaÓf-Eddine Khaoui,TUN,Clermont Foot,Ligue 1,1995,23,MFFW,0.039999999999999994,0.02187,0.05872121608368748,0.03066666666666667,0.007368421052631579,0.27083942673296285
1372,1372,Rani Khedira,GER,Union Berlin,Bundesliga,1994,32,MF,0.010941489361702127,0.03185,0.022580952380952382,0.0024500000000000004,0.0009,0.8060836501901141
1377,1377,Joshua Kimmich,GER,Bayern Munich,Bundesliga,1995,28,MF,0.042325307950727885,0.012419999999999997,0.13956430205949658,0.042416666666666665,0.09095263157894737,0.7233109096226967
1380,1380,Jakub Kiwior,POL,Spezia,Serie A,2000,22,MF,0.0075049999999999995,0.03975,0.034331469979296064,0.0037,0.0,0.5741444866920152
1381,1381,Sofian Kiyine,MAR,Venezia,Serie A,1997,26,MFFW,0.08323628219484883,0.0,0.05043173150266971,0.04811455399061033,0.051578947368421044,0.3620941795846739
1385,1385,Mateusz Klich,POL,Leeds United,Premier League,1990,33,MF,0.04299874020156775,0.01098,0.07424736842105263,0.03585117370892019,0.03217368421052631,0.6060251535536707
1390,1390,Justin Kluivert,NED,Nice,Ligue 1,1999,27,MF,0.0691669696484926,0.025199999999999997,0.049134259561948355,0.05253333333333334,0.1472,0.5460661011991811
1399,1399,Dominik Kohr,GER,Mainz 05,Bundesliga,1994,22,MF,0.029407894736842105,0.007020000000000002,0.07279251934183284,0.02617676056338028,0.0051,0.4717753729160573
1401,1401,Koke,ESP,AtlÈtico Madrid,La Liga,1992,31,MF,0.010505319148936171,0.006479999999999999,0.11065921869892123,0.030766666666666668,0.031573684210526316,0.7332553378180755
1413,1413,Kouadio KonÈ,FRA,M'Gladbach,Bundesliga,2001,27,MF,0.02951847704367301,0.00738,0.07908367113435763,0.029483333333333334,0.05894736842105263,0.6381983035975431
1416,1416,Teun Koopmeiners,NED,Atalanta,Serie A,1998,30,MF,0.05688689809630459,0.014130000000000004,0.0864845483273401,0.05496666666666667,0.12646315789473686,0.6215267622111729
1420,1420,Rominigue KouamÈ,MLI,Troyes,Ligue 1,1996,34,MF,0.06228181672750541,0.02817,0.083611545167266,0.01615,0.02390526315789474,0.8677976016379059
1426,1426,Cheikhou KouyatÈ,SEN,Crystal Palace,Premier League,1989,27,MF,0.026947368421052633,0.006120000000000001,0.03701407867494824,0.0,0.0015000000000000002,0.5770693185141855
1427,1427,Mateo Kova?i?,CRO,Chelsea,Premier League,1994,25,MF,0.02526315789473684,0.012465,0.09562255639097744,0.038650000000000004,0.09712105263157896,0.45539631471190406
1428,1428,Viktor Kovalenko,UKR,Spezia,Serie A,1996,26,MF,0.026433650615901454,0.026909999999999996,0.06005303476081508,0.04543333333333334,0.05757894736842104,0.3872477332553378
1432,1432,Christoph Kramer,GER,M'Gladbach,Bundesliga,1991,18,MF,0.0,0.0,0.08598603029312411,0.0018,0.0,0.2184849371161158
1435,1435,Toni Kroos,GER,Real Madrid,La Liga,1990,28,MF,0.032771836506159016,0.024435000000000002,0.13065050670153647,0.014316666666666669,0.03337368421052631,0.6147996490201814
1438,1438,Rade Kruni?,BIH,Milan,Serie A,1993,28,MFFW,0.01263157894736842,0.02943,0.04184824016563147,0.05152464788732395,0.0018,0.41386370283708684
1443,1443,Juraj Kucka,SVK,Watford,Premier League,1987,26,MF,0.09784658454647256,0.0,0.025967391304347824,0.01626666666666667,0.03834210526315789,0.5612752266744663
1445,1445,Dejan Kulusevski,SWE,Tottenham,Premier League,2000,18,MFFW,0.21064236994808105,0.03537,0.03639130434782609,0.104781220657277,0.28236315789473687,0.36852880959344836
1448,1448,Fabian Kunze,GER,Arminia,Bundesliga,1998,22,MF,0.04854549272116461,0.0,0.04501987577639752,0.0010500000000000002,0.0,0.36823632641123133
1461,1461,Konrad Laimer,AUT,RB Leipzig,Bundesliga,1997,26,MF,0.07358851674641148,0.02988,0.06992256728778468,0.11843122065727701,0.2223842105263158,0.3623866627668909
1464,1464,Adam Lallana,ENG,Brighton,Premier League,1988,24,MF,0.01263157894736842,0.013590000000000001,0.08050215756783263,0.0034500000000000004,0.0018,0.4562737642585551
1471,1471,Manuel Lanzini,ARG,West Ham,Premier League,1993,30,MFFW,0.03464961242564826,0.025470000000000007,0.08240078457012096,0.053000000000000005,0.18871052631578947,0.5220824802573852
1478,1478,Paul Lasne,FRA,Brest,Ligue 1,1989,15,MF,0.004,0.006659999999999999,0.08293864552686063,0.00165,0.0033,0.24744077215560104
1486,1486,Enzo Le FÈe,FRA,Lorient,Ligue 1,2000,36,MFFW,0.02951847704367301,0.007020000000000002,0.07917335730630926,0.01795,0.03307368421052632,0.6414156186019304
1494,1494,Pierre Lees-Melou,FRA,Norwich City,Premier League,1993,33,MF,0.021551371780515118,0.00855,0.07268711452544405,0.0162,0.029473684210526315,0.662181924539339
1497,1497,Lucas Leiva,BRA,Lazio,Serie A,1987,35,MF,0.002,0.008100000000000001,0.0934209763539283,0.0,0.0,0.4960514770400702
1500,1500,Thomas Lemar,FRA,AtlÈtico Madrid,La Liga,1995,24,MF,0.06337662337662336,0.028170000000000004,0.12072982456140352,0.10614131455399062,0.19351052631578947,0.4208832992102954
1502,1502,Mario Lemina,GAB,Nice,Ligue 1,1993,32,MF,0.0,0.008190000000000001,0.08161156696088046,0.04603333333333334,0.06631578947368422,0.5750219362386663
1503,1503,Fabien Lemoine,FRA,Lorient,Ligue 1,1987,21,MF,0.009125,0.0,0.1520268497330282,0.0,0.0024,0.32641123135419714
1507,1507,Aaron Lennon,ENG,Burnley,Premier League,1987,28,MF,0.11418885705559838,0.016965,0.015399999999999999,0.06131666666666667,0.08842105263157896,0.4533489324363849
1510,1510,LÈo Leroy,FRA,Montpellier,Ligue 1,2000,24,MF,0.0,0.0333,0.07974348370927319,0.00435,0.0,0.18280198888563906
1521,1521,Isaac Lihadji,FRA,Lille,Ligue 1,2002,13,MFFW,0.20253079507278834,0.020700000000000003,0.13483119755911518,0.12915000000000001,0.27999999999999997,0.06931851418543433
1526,1526,Karol Linetty,POL,Torino,Serie A,1995,16,MFFW,0.00941909294512878,0.032850000000000004,0.006,0.009000000000000001,0.0,0.26177244808423517
1530,1530,Dejan Ljubicic,AUT,Kˆln,Bundesliga,1997,30,MFFW,0.04436730123180291,0.034335,0.050886782172823365,0.029338967136150234,0.10465789473684209,0.5756069026031003
1538,1538,Stanislav Lobotka,SVK,Napoli,Serie A,1994,23,MF,0.008749999999999999,0.012465000000000002,0.12048200937125422,0.017416666666666667,0.03684210526315789,0.4928341620356829
1541,1541,Manuel Locatelli,ITA,Juventus,Serie A,1998,31,MF,0.025306690929451287,0.01053,0.09398457012095457,0.0653011737089202,0.09968947368421054,0.6314711904065516
1547,1547,Sean Longstaff,ENG,Newcastle Utd,Premier League,1997,24,MF,0.00225,0.0,0.04103343685300207,0.026333333333333334,0.04601052631578948,0.4279028955835039
1553,1553,Maxime Lopez,FRA,Sassuolo,Serie A,1997,35,MF,0.06185288353863382,0.014669999999999999,0.11281525553012968,0.04723333333333334,0.045110526315789476,0.8590231061713952
1555,1555,Unai LÛpez,ESP,Rayo Vallecano,La Liga,1995,27,MF,0.05815229563269876,0.006299999999999999,0.08948050561185573,0.009700000000000002,0.0,0.33898800818952907
