,Id,Name,Nation,Team,League,Born,Mac,Pos,Blok,Baskı,Pas,Gole_katkı,Dakika
644,644,Pawe? Dawidowicz,POL,Hellas Verona,Serie A,1995,17,DF,0.02885,0.07800000000000001,0.07712170426065162,0.0,0.35010236911377596
645,645,Craig Dawson,ENG,West Ham,Premier League,1990,34,DF,0.0045,0.08811999999999999,0.05348645962732919,0.05367894736842104,0.805206200643463
651,651,Mattia De Sciglio,ITA,Juventus,Serie A,1992,20,DF,0.031599999999999996,0.0791,0.08782735970360685,0.06344736842105263,0.34132787364726525
652,652,Lorenzo De Silvestri,ITA,Bologna,Serie A,1988,31,DF,0.0062,0.0606,0.10387265337256184,0.09082105263157896,0.6706639368236327
659,659,Thomas Delaine,FRA,Metz,Ligue 1,1992,29,DF,0.03129915254237288,0.05688,0.08024830772583633,0.03187368421052632,0.6770985668324072
671,671,Merih Demiral,TUR,Atalanta,Serie A,1998,28,DF,0.0351864406779661,0.07728,0.04886178053830228,0.03954210526315789,0.5603977771278151
675,675,Jason Denayer,BEL,Lyon,Ligue 1,1995,15,DF,0.06851059322033899,0.12555,0.11011817805383023,0.19894736842105265,0.29277566539923955
679,679,Fabio Depaoli,ITA,Hellas Verona,Serie A,1997,18,DF,0.0052,0.024860000000000004,0.04212521739130435,0.09968947368421054,0.2053231939163498
683,683,SergiÒo Dest,USA,Barcelona,La Liga,2000,21,DFFW,0.0048,0.08148,0.09484893538193309,0.005399999999999999,0.441942088329921
690,690,Giovanni Di Lorenzo,ITA,Napoli,Serie A,1993,33,DF,0.019511864406779662,0.06384000000000001,0.12275976244960227,0.02600526315789474,0.8388417665984206
697,697,Mouctar Diakhaby,FRA,Valencia,La Liga,1996,29,DF,0.018600000000000002,0.08904000000000001,0.030651304347826085,0.0015000000000000002,0.5694647557765429
699,699,Abdou Diallo,SEN,Paris S-G,Ligue 1,1996,12,DF,0.0062,0.06348000000000001,0.13044135338345864,0.0030000000000000005,0.2562152676221117
705,705,R˙ben Dias,POR,Manchester City,Premier League,1997,29,DF,0.016800000000000002,0.06606000000000001,0.14028412335185791,0.05607894736842104,0.7022521205030711
711,711,VÌctor DÌaz,ESP,Granada,La Liga,1988,22,DF,0.027000000000000003,0.09252,0.060172422360248445,0.04421052631578948,0.43843229014331675
714,714,Eric Dier,ENG,Tottenham,Premier League,1994,35,DF,0.01933686440677966,0.021050000000000003,0.11574032690421707,0.0,0.8979233694062592
716,716,Lucas Digne,FRA,Aston Villa,Premier League,1993,16,DF,0.011399999999999999,0.0742,0.08483020159093387,0.008400000000000001,0.37086867505118454
717,717,Lucas Digne,FRA,Everton,Premier League,1993,13,DF,0.007600000000000001,0.11596000000000001,0.07367308488612838,0.0,0.3419128400116993
718,718,Virgil van Dijk,NED,Liverpool,Premier League,1991,34,DF,0.04126186440677966,0.10936,0.1602230598234717,0.06721578947368421,0.8947060544018719
719,719,Mitchell Dijks,NED,Bologna,Serie A,1993,16,DF,0.0052,0.06948,0.0856007497003378,0.0078000000000000005,0.2026908452763966
722,722,Federico Dimarco,ITA,Inter,Serie A,1997,32,DF,0.0012,0.07569999999999999,0.11841348588863462,0.10148947368421053,0.41795846738812514
727,727,Sinaly Diomande,CIV,Lyon,Ligue 1,2001,11,DF,0.07167161016949153,0.0915,0.12691402419091208,0.0,0.16905527932143902
728,728,Issa Diop,FRA,West Ham,Premier League,1997,13,DF,0.009375000000000001,0.05070000000000001,0.07272605862482293,0.0026999999999999997,0.28136882129277563
732,732,Axel Disasi,FRA,Monaco,Ligue 1,1998,32,DF,0.007875,0.08937999999999999,0.0995941832842977,0.02210526315789474,0.7955542556303012
735,735,Tiago DjalÛ,POR,Lille,Ligue 1,2000,28,DF,0.025349152542372883,0.07936,0.09461843303911954,0.030673684210526315,0.6809008482012284
736,736,DjenÈ,TOG,Getafe,La Liga,1991,35,DF,0.014050000000000003,0.09864,0.05949416149068324,0.0009,0.9107926294238081
738,738,Koffi Djidji,CIV,Torino,Serie A,1992,25,DF,0.0082,0.07751999999999999,0.0724575700119865,0.0,0.5071658379643171
739,739,Alexander Djiku,GHA,Strasbourg,Ligue 1,1994,31,DF,0.008000000000000002,0.06456,0.10018200283316989,0.02210526315789474,0.7876572097104417
741,741,Berat Djimsiti,ALB,Atalanta,Serie A,1993,31,DF,0.0104,0.0752,0.09989129345101884,0.030673684210526315,0.6595495758993858
746,746,Matt Doherty,IRL,Tottenham,Premier League,1992,15,DF,0.004200000000000001,0.08298,0.08396976571864442,0.16703684210526315,0.25563030125767766
759,759,Gabriel Dos Santos,BRA,Arsenal,Premier League,1997,35,DF,0.02415,0.07884000000000001,0.09654260433692928,0.11052631578947368,0.895583503948523
769,769,Souleyman Doumbia,CIV,Angers,Ligue 1,1996,27,DF,0.0032,0.07928,0.08085636918382916,0.0012,0.648727698157356
773,773,Radu Dr?gu?in,ROU,Sampdoria,Serie A,2002,13,DF,0.0116,0.07032999999999999,0.0411936231884058,0.0,0.18104708979233694
777,777,Domingos Duarte,POR,Granada,La Liga,1995,21,DF,0.029186440677966097,0.09718,0.05151412008281574,0.03684210526315789,0.49312664521789995
778,778,”scar Duarte,CRC,Levante,La Liga,1989,23,DF,0.020075000000000003,0.08826,0.08219297373869455,0.007368421052631579,0.5182801988885639
779,779,RubÈn Duarte,ESP,AlavÈs,La Liga,1995,34,DF,0.004200000000000001,0.05436,0.075144016563147,0.004200000000000001,0.7663059374085991
780,780,Leo Dubois,FRA,Lyon,Ligue 1,1994,23,DF,0.00723728813559322,0.06948,0.11828804184373981,0.0,0.5092132202398363
784,784,Shane Duffy,IRL,Brighton,Premier League,1992,18,DF,0.03792372881355932,0.08374000000000001,0.10592331698812249,0.04421052631578948,0.4197133664814273
786,786,Denzel Dumfries,NED,Inter,Serie A,1996,33,DF,0.018825,0.07139999999999999,0.04935635610766046,0.1675052631578947,0.5928634103539047
789,789,Lewis Dunk,ENG,Brighton,Premier League,1991,29,DF,0.025299999999999996,0.07704,0.10935720823798628,0.02210526315789474,0.7522667446621819
793,793,Jean-Kevin Duverne,FRA,Brest,Ligue 1,1997,37,DF,0.01751186440677966,0.04907999999999999,0.10308862373324618,0.02480526315789474,0.8792044457443697
796,796,Enzo Ebosse,CMR,Angers,Ligue 1,1999,27,DF,0.018350000000000005,0.07018,0.0920673248338237,0.0,0.5525007312079556
797,797,Tyronne Ebuehi,NGA,Venezia,Serie A,1995,19,DF,0.0048,0.06,0.07261040863027134,0.0,0.3325533781807546
804,804,Kingsley Ehizibue,NED,Kˆln,Bundesliga,1995,16,DF,0.0132,0.06,0.08655573498964804,0.0039000000000000003,0.1988885639075753
815,815,Aritz Elustondo,ESP,Real Sociedad,La Liga,1994,30,DF,0.021625000000000002,0.08554,0.08085712106352838,0.12646315789473686,0.6153846153846154
816,816,Nico Elvedi,SUI,M'Gladbach,Bundesliga,1996,28,DF,0.03474915254237289,0.08654,0.09942600849950964,0.029473684210526315,0.7104416496051478
821,821,Emerson,BRA,Tottenham,Premier League,1999,31,DF,0.0032,0.05604,0.08448711561512477,0.030673684210526315,0.6683240713658964
828,828,Martin Erlic,CRO,Spezia,Serie A,1998,30,DF,0.024961864406779662,0.09996000000000001,0.047490351966873706,0.051578947368421044,0.753144194208833
832,832,Sergio Escudero,ESP,Granada,La Liga,1989,27,DFMF,0.005,0.052199999999999996,0.07995676800697396,0.09758947368421053,0.41912840011699326
833,833,Alfonso Espino,URU,C·diz,La Liga,1992,37,DF,0.0064,0.04452,0.06995896480331264,0.03834210526315789,0.973384030418251
836,836,Maxime EstËve,FRA,Montpellier,Ligue 1,2002,24,DF,0.0278114406779661,0.08252000000000001,0.04786550724637681,0.0,0.5428487861947938
837,837,Pervis EstupiÒ·n,ECU,Villarreal,La Liga,1998,28,DF,0.0068000000000000005,0.07284,0.10260457665903891,0.0018,0.46036852880959345
839,839,Jonny Evans,NIR,Leicester City,Premier League,1988,18,DF,0.024900000000000002,0.06852,0.11235909120627656,0.05367894736842104,0.3939748464463293
844,844,F·bio,BRA,Nantes,Ligue 1,1990,27,DF,0.008600000000000002,0.04872,0.06645184265010352,0.0033,0.48727698157355953
846,846,Wout Faes,BEL,Reims,Ligue 1,1998,37,DF,0.006750000000000001,0.109,0.052236107660455486,0.08105263157894736,0.973676513600468
853,853,Fali,ESP,C·diz,La Liga,1993,28,DFMF,0.016000000000000004,0.06192,0.04703888198757764,0.0030000000000000005,0.5270546943550746
856,856,Davide Faraoni,ITA,Hellas Verona,Serie A,1991,32,DF,0.005600000000000001,0.05295999999999999,0.08880721150702843,0.10825789473684208,0.7519742614799649
863,863,Julien Faussurier,FRA,Brest,Ligue 1,1987,16,MFDF,0.0038000000000000004,0.052719999999999996,0.07451017543859649,0.0057,0.142731792921907
865,865,Federico Fazio,ARG,Salernitana,Serie A,1987,16,DF,0.010250000000000002,0.11883999999999999,0.07048384875231557,0.04421052631578948,0.41912840011699326
869,869,Felipe,BRA,AtlÈtico Madrid,La Liga,1989,26,DF,0.024600000000000004,0.10356,0.07694051214994006,0.09022105263157895,0.4396022228721848
870,870,Luiz Felipe,ITA,Lazio,Serie A,1997,31,DF,0.03866101694915254,0.0816,0.11078369837637574,0.0,0.7282831237203861
871,871,Ohis Felix Uduokhai,GER,Augsburg,Bundesliga,1997,13,DF,0.018400000000000003,0.07750000000000001,0.08137704696523919,0.0,0.2298917812225797
873,873,Kiko FemenÌa,ESP,Watford,Premier League,1991,27,DF,0.008400000000000001,0.0702,0.07204372670807453,0.0063,0.6262064931266452
882,882,Fernandinho,BRA,Manchester City,Premier League,1985,19,MFDF,0.0175,0.04842,0.12872197668083252,0.1427,0.28166130447499266
883,883,Fernando,BRA,Sevilla,La Liga,1987,24,MFDF,0.0126,0.044020000000000004,0.12322190040318186,0.03834210526315789,0.5408014039192747
884,884,Alex Ferrari,ITA,Sampdoria,Serie A,1994,23,DF,0.0,0.06635999999999999,0.07273670698485345,0.03684210526315789,0.48025738520035094
885,885,Salvador Ferrer,ESP,Spezia,Serie A,1998,27,DFMF,0.03982372881355932,0.07064000000000001,0.06143718426501035,0.005399999999999999,0.43696987423223166
889,889,Karol Fila,POL,Strasbourg,Ligue 1,1998,16,DF,0.0064,0.09926000000000001,0.10148463332243654,0.0,0.16349809885931557
894,894,Junior Firpo,ESP,Leeds United,Premier League,1996,24,DF,0.0295864406779661,0.10220000000000001,0.11120700664705244,0.0033,0.5001462415911085
898,898,Alessandro Florenzi,ITA,Milan,Serie A,1991,24,DFFW,0.0032,0.04684,0.11041481747847881,0.11789473684210526,0.3366481427317929
904,904,Thomas Foket,BEL,Reims,Ligue 1,1994,29,DFMF,0.0032,0.07313999999999998,0.08658024190912061,0.029473684210526315,0.6534074290728283
907,907,JosÈ Fonte,POR,Lille,Ligue 1,1983,38,DF,0.03736186440677966,0.07110000000000001,0.09234299008390541,0.0015000000000000002,1.0
921,921,Dimitri Foulquier,FRA,Valencia,La Liga,1993,29,DF,0.004600000000000001,0.11226000000000001,0.05498795031055901,0.0012,0.6847031295700498
922,922,Juan Foyth,ARG,Villarreal,La Liga,1998,25,DF,0.0074,0.07524,0.09606093712542225,0.03834210526315789,0.5624451594033344
924,924,Raphael Framberger,GER,Augsburg,Bundesliga,1995,23,DF,0.004200000000000001,0.0576,0.059003643892339544,0.0,0.24773325533781806
925,925,Przemys?aw Frankowski,POL,Lens,Ligue 1,1995,37,DF,0.0008,0.04800000000000001,0.08458390759507466,0.1675052631578947,0.7157063468850542
926,926,Enric Franquesa,ESP,Levante,La Liga,1997,16,DF,0.0,0.06495,0.05807979296066253,0.0,0.18250950570342203
934,934,Marvin Friedrich,GER,Union Berlin,Bundesliga,1995,13,DF,0.0108,0.11780000000000002,0.08502871526642694,0.0,0.3416203568294823
936,936,Jeremie Frimpong,NED,Leverkusen,Bundesliga,2000,25,DF,0.0062,0.11604,0.08086447858777376,0.03727368421052631,0.5998830067271133
950,950,Riccardo Gagliolo,SWE,Salernitana,Serie A,1990,17,DF,0.025075,0.054959999999999995,0.054816645962732925,0.0024,0.3325533781807546
951,951,Javi Gal·n,ESP,Celta Vigo,La Liga,1994,37,DF,0.0038000000000000004,0.05412,0.09748983763757219,0.0024,0.9643170517695233
958,958,Cristian Gamboa,CRC,Bochum,Bundesliga,1989,23,DF,0.008400000000000001,0.05148,0.08351503105590063,0.03684210526315789,0.5033635565954958
965,965,David GarcÌa,ESP,Osasuna,La Liga,1994,35,DF,0.03473686440677966,0.09082,0.07036297264901385,0.08842105263157896,0.9078677976016379
966,966,Eric GarcÌa,ESP,Barcelona,La Liga,2001,26,DF,0.024525,0.06777999999999999,0.15665064400130765,0.0,0.5960807253582919
967,967,Francisco Garcia,ESP,Rayo Vallecano,La Liga,1999,34,DF,0.0048,0.07616,0.08901352729650212,0.02210526315789474,0.8844691430242761
973,973,Unai GarcÌa,ESP,Osasuna,La Liga,1992,18,DF,0.014199999999999999,0.10980000000000001,0.03300057971014493,0.0,0.41152383737935067
975,975,Mario Gaspar,ESP,Villarreal,La Liga,1990,12,DF,0.0116,0.07008,0.09634169554320583,0.0,0.181924539338988
981,981,Linus Gechter,GER,Hertha BSC,Bundesliga,2004,13,DF,0.18101694915254235,0.07962000000000002,0.08203044350005449,0.09578947368421054,0.2091254752851711
985,985,Yannick Gerhardt,GER,Wolfsburg,Bundesliga,1994,27,MFDF,0.0012,0.05364000000000001,0.08113756347390216,0.04931052631578948,0.4600760456273764
994,994,Paolo Ghiglione,ITA,Genoa,Serie A,1997,13,DF,0.015000000000000003,0.06756,0.0823131284733573,0.0045,0.17607487569464755
995,995,Saman Ghoddos,IRN,Brentford,Premier League,1993,17,DFMF,0.0,0.11364000000000002,0.060528654244306423,0.13036315789473685,0.15647850248610704
996,996,Faouzi Ghoulam,ALG,Napoli,Serie A,1991,14,DF,0.015525000000000002,0.02484,0.12074941920017435,0.0,0.09681193331383445
997,997,Dimitris Giannoulis,GRE,Norwich City,Premier League,1995,18,DF,0.009200000000000002,0.07548,0.09394076059714504,0.0024,0.3416203568294823
999,999,Ben Gibson,ENG,Norwich City,Premier League,1993,28,DF,0.010375,0.08474000000000001,0.091843460825978,0.0,0.7291605732670372
1000,1000,Niko Gieşelmann,GER,Union Berlin,Bundesliga,1991,28,DF,0.0034000000000000002,0.06318,0.08345198648795904,0.10358947368421054,0.6089499853758409
1002,1002,”scar Gil,ESP,Espanyol,La Liga,1997,22,DF,0.0106,0.05868,0.04613565217391305,0.0033,0.493419128400117
1006,1006,Matthias Ginter,GER,M'Gladbach,Bundesliga,1994,28,DF,0.036849152542372886,0.07716,0.12267347281246596,0.029473684210526315,0.6885054109388711
1009,1009,Jimmy Giraudon,FRA,Troyes,Ligue 1,1992,19,DF,0.04322372881355933,0.017540000000000004,0.08792573607932877,0.0,0.4732377888271424
1010,1010,Andrei Girotto,BRA,Nantes,Ligue 1,1992,36,DFMF,0.0194,0.07152,0.07832556173041298,0.12616315789473687,0.9198596080725359
1013,1013,Ben Godfrey,ENG,Everton,Premier League,1998,23,DF,0.017800000000000003,0.06396,0.05493718426501035,0.0,0.5931558935361217
1014,1014,Diego GodÌn,URU,Cagliari,Serie A,1986,11,DF,0.022000000000000002,0.06396,0.08536721368638989,0.0033,0.23895875987130738
1016,1016,Edoardo Goldaniga,ITA,Cagliari,Serie A,1993,11,DF,0.0116,0.053399999999999996,0.07084906832298137,0.0,0.272886809008482
1026,1026,Sergi GÛmez,ESP,Espanyol,La Liga,1992,31,DF,0.026975,0.10302000000000003,0.07682356761468889,0.02420526315789474,0.7952617724480843
1032,1032,Diego Gonz·lez,ESP,Elche,La Liga,1995,28,DF,0.0451864406779661,0.10374,0.04718782608695652,0.0,0.5241298625329044
1033,1033,…dgar Gonz·lez,ESP,Betis,La Liga,1997,21,DF,0.040223728813559324,0.09216,0.09139635174893757,0.04601052631578948,0.4279028955835039
1044,1044,Andoni Gorosabel,ESP,Real Sociedad,La Liga,1996,32,DF,0.0024,0.06132,0.10435239402854964,0.0048,0.6692015209125476
1049,1049,Jeffrey Gouweleeuw,NED,Augsburg,Bundesliga,1991,29,DF,0.0132,0.06,0.06428368530020705,0.051578947368421044,0.753144194208833
1050,1050,Jonathan Gradit,FRA,Lens,Ligue 1,1992,35,DF,0.026725,0.08868,0.10750960008717447,0.0,0.896753436677391
1054,1054,Andrew Gravillon,FRA,Reims,Ligue 1,1998,26,DF,0.023600000000000003,0.10966000000000001,0.05965888198757764,0.0,0.6241591108511261
1067,1067,Sebastian Griesbeck,GER,Greuther F¸rth,Bundesliga,1990,29,DFMF,0.0096,0.06108,0.02925623188405797,0.029473684210526315,0.713073998245101
1072,1072,Florian Grillitsch,AUT,Hoffenheim,Bundesliga,1995,18,DFMF,0.006,0.04404000000000001,0.11558756456358286,0.0,0.43726235741444863
1074,1074,Pascal Groş,GER,Brighton,Premier League,1991,29,MFDF,0.0062,0.07402,0.09046064944971123,0.07171578947368422,0.595788242176075
1079,1079,Nemanja Gudelj,SRB,Sevilla,La Liga,1991,21,MFDF,0.0138,0.10632000000000001,0.08785444916639426,0.0,0.3056449254167885
1080,1080,Gabriel Gudmundsson,SWE,Lille,Ligue 1,1999,30,DFMF,0.004000000000000001,0.06,0.08140374850168901,0.051578947368421044,0.39280491371746123
1083,1083,Marc GuÈhi,ENG,Crystal Palace,Premier League,2000,36,DF,0.022075000000000004,0.11026,0.10789619265555192,0.045110526315789476,0.9420883299210295
1086,1086,RaphaÎl Guerreiro,POR,Dortmund,Bundesliga,1993,23,DF,0.0020000000000000005,0.05508,0.1256751552795031,0.01773684210526316,0.5247148288973384
1092,1092,Josuha Guilavogui,FRA,Bordeaux,Ligue 1,1990,15,MFDF,0.020925000000000003,0.04944000000000001,0.09984737495913698,0.05367894736842104,0.38900263234863997
1093,1093,Josuha Guilavogui,FRA,Wolfsburg,Bundesliga,1990,15,MFDF,0.0134,0.09656,0.08117803203661327,0.0,0.2752266744662182
1094,1094,Frederic Guilbert,FRA,Strasbourg,Ligue 1,1994,33,DF,0.008600000000000002,0.05172000000000001,0.0877545995423341,0.004200000000000001,0.7355952032758116
1095,1095,Hugo GuillamÛn,ESP,Valencia,La Liga,2000,31,MFDF,0.019100000000000002,0.065,0.07100058842759072,0.029473684210526315,0.6902603100321731
1100,1100,Manuel Gulde,GER,Freiburg,Bundesliga,1991,20,DF,0.0118,0.10164,0.06928030293124114,0.0,0.3579994150336355
1102,1102,Robert Gumny,POL,Augsburg,Bundesliga,1998,28,DF,0.0072,0.06504,0.038138550724637676,0.0,0.6642293068148581
1105,1105,Christian G¸nter,GER,Freiburg,Bundesliga,1993,34,DF,0.014375000000000002,0.06774,0.07932596927100359,0.05201052631578948,0.8947060544018719
1106,1106,Koray G¸nter,GER,Hellas Verona,Serie A,1994,30,DF,0.046061016949152545,0.08482,0.07545827612509536,0.0,0.7048844691430243
1109,1109,Malo Gusto,FRA,Lyon,Ligue 1,2003,30,DF,0.0066,0.061560000000000004,0.11619540154734663,0.0057,0.5507458321146534
1114,1114,Joöko Gvardiol,CRO,RB Leipzig,Bundesliga,2002,29,DF,0.0082,0.06348000000000001,0.14138523264683447,0.05367894736842104,0.7042995027785902
1116,1116,Norbert GyˆmbÈr,SVK,Salernitana,Serie A,1992,31,DF,0.06654915254237288,0.06720000000000001,0.0627272877846791,0.0,0.7493419128400117
1120,1120,Alexander Hack,GER,Mainz 05,Bundesliga,1993,28,DF,0.026,0.06672,0.08336747956848643,0.09698947368421054,0.6063176367358877
1125,1125,Massadio HaÔdara,MLI,Lens,Ligue 1,1992,20,DF,0.038400000000000004,0.08983999999999999,0.1107097962297047,0.06134736842105263,0.3144194208832992
1126,1126,Oualid El Hajjam,MAR,Troyes,Ligue 1,1991,19,DF,0.047298305084745765,0.06312000000000001,0.08599829573934838,0.06134736842105263,0.3132494881544311
1127,1127,Achraf Hakimi,MAR,Paris S-G,Ligue 1,1998,32,DF,0.015475,0.057,0.1042757655007083,0.11712631578947368,0.7247733255337818
1133,1133,Grant Hanley,SCO,Norwich City,Premier League,1991,33,DF,0.021586864406779663,0.06875999999999999,0.050155776397515534,0.02210526315789474,0.8470312957004973
1134,1134,Ridgeciano Haps,SUR,Venezia,Serie A,1993,25,DF,0.04773559322033898,0.07599999999999998,0.044823768115942034,0.030673684210526315,0.6010529394559814
1137,1137,Varazdat Haroyan,ARM,C·diz,La Liga,1992,17,DF,0.0286,0.06,0.016104927536231883,0.04421052631578948,0.42000584966364435
1141,1141,Makoto Hasebe,JPN,Eint Frankfurt,Bundesliga,1984,18,DF,0.047498305084745764,0.06852,0.1162037572191348,0.0,0.3468850541093887
1142,1142,Hans Hateboer,NED,Atalanta,Serie A,1994,21,DF,0.015175000000000001,0.06088000000000001,0.09523908902691511,0.0,0.4050892073705762
1145,1145,Isaac Hayden,ENG,Newcastle Utd,Premier League,1995,14,MFDF,0.016200000000000003,0.04176,0.010098260869565218,0.06631578947368422,0.29277566539923955
1148,1148,Jonas Hector,GER,Kˆln,Bundesliga,1990,30,DF,0.006999999999999999,0.05316,0.09484629399585923,0.0063,0.7464170810178415
1151,1151,Silvan Hefti,SUI,Genoa,Serie A,1997,16,DF,0.005600000000000001,0.06372,0.04453304347826088,0.0,0.376425855513308
1158,1158,Benjamin Henrichs,GER,RB Leipzig,Bundesliga,1997,22,DF,0.0032,0.09852,0.0935599302604337,0.18404210526315792,0.3340157940918397
1159,1159,Henrique,BRA,Lyon,Ligue 1,1994,18,DF,0.0032,0.01958,0.10984255203225454,0.0024,0.32290143316759284
1160,1160,Dalbert Henrique,BRA,Cagliari,Serie A,1993,28,DFMF,0.006,0.0,0.040163478260869565,0.0026999999999999997,0.6083650190114068
1163,1163,Rico Henry,ENG,Brentford,Premier League,1997,34,DF,0.007800000000000001,0.03168,0.06033797101449276,0.007368421052631579,0.8116408306522376
1165,1165,Christophe HÈrelle,MTQ,Brest,Ligue 1,1992,23,DF,0.0433114406779661,0.030440000000000002,0.0711552380952381,0.0,0.5647850248610705
1168,1168,Mario Hermoso,ESP,AtlÈtico Madrid,La Liga,1995,26,DF,0.0028000000000000004,0.07801999999999999,0.11024869565217392,0.00886842105263158,0.54518865165253
1169,1169,Aridane Hern·ndez,EQG,Osasuna,La Liga,1989,15,DF,0.025350000000000004,0.07084,0.05611759834368531,0.0,0.3386955250073121
1170,1170,Lucas Hern·ndez,FRA,Bayern Munich,Bundesliga,1996,25,DF,0.0116,0.072,0.1530464312956304,0.0012,0.5934483767183387
1171,1171,Luis Hern·ndez,ESP,C·diz,La Liga,1989,16,DF,0.021750000000000002,0.10887000000000002,0.08677070066470524,0.0,0.3992395437262357
1173,1173,Theo Hern·ndez,FRA,Milan,Serie A,1997,32,DF,0.0034000000000000002,0.06852,0.09170693254876322,0.13036315789473685,0.7926294238081311
1179,1179,Patrick Herrmann,GER,M'Gladbach,Bundesliga,1991,23,DFFW,0.0024,0.09066,0.06898158875449494,0.0144,0.22023983620941795
1182,1182,Aaron Hickey,SCO,Bologna,Serie A,2002,36,DF,0.0096,0.1071,0.05929552795031057,0.11879473684210526,0.8245100906697865
1183,1183,Piero HincapiÈ,ECU,Leverkusen,Bundesliga,2002,27,DF,0.0164,0.07128,0.10456557698594311,0.039842105263157894,0.5127230184264405
1184,1184,Martin Hinteregger,AUT,Eint Frankfurt,Bundesliga,1992,27,DF,0.04769830508474576,0.066,0.09171011441647597,0.029473684210526315,0.649605147704007
1189,1189,Rob Holding,ENG,Arsenal,Premier League,1995,15,DF,0.00925,0.10148,0.07703651738040755,0.08105263157894736,0.246855805791167
1191,1191,Mason Holgate,ENG,Everton,Premier League,1996,25,DF,0.05564830508474577,0.05604,0.03765196033562167,0.06014736842105263,0.6238666276689091
1198,1198,Jannes Horn,GER,Kˆln,Bundesliga,1997,11,DF,0.022175000000000004,0.050519999999999995,0.08576574915549744,0.0,0.13951447791751972
1201,1201,CÈdric Hountondji,BEN,Clermont Foot,Ligue 1,1994,23,DF,0.016425000000000002,0.08495999999999998,0.0741916748392721,0.029473684210526315,0.5946183094472068
1204,1204,Petko Hristov,BUL,Spezia,Serie A,1999,17,DF,0.009875000000000002,0.06828,0.05819022774327122,0.05367894736842104,0.3647265282246271
1206,1206,Timo H¸bers,GER,Kˆln,Bundesliga,1996,20,DF,0.021186440677966097,0.06,0.1002793200392285,0.03684210526315789,0.5086282538754022
1210,1210,Mats Hummels,GER,Dortmund,Bundesliga,1988,23,DF,0.023075,0.05652,0.1617415081181214,0.039842105263157894,0.5159403334308278
1211,1211,Elseid Hysaj,ALB,Lazio,Serie A,1994,29,DF,0.0072,0.07583999999999999,0.10812798953906505,0.029473684210526315,0.5925709271716877
1214,1214,Iago,BRA,Augsburg,Bundesliga,1997,28,DF,0.005,0.045840000000000006,0.06867855072463769,0.06524736842105264,0.6355659549575899
1216,1216,Roger Ibanez,BRA,Roma,Serie A,1998,34,DF,0.0175,0.07092000000000001,0.10149785986705896,0.06631578947368422,0.844691430242761
1223,1223,Iglesias,ESP,Getafe,La Liga,1998,20,DF,0.005,0.022400000000000003,0.07244977225672877,0.0039000000000000003,0.21000292483182215
1227,1227,Igor,BRA,Fiorentina,Serie A,1998,30,DF,0.032949152542372885,0.07632,0.11190711125640188,0.0,0.6554548113483475
1235,1235,Stefan Ilsanker,AUT,Eint Frankfurt,Bundesliga,1989,12,DFMF,0.0134,0.09696,0.05319469979296067,0.0,0.07750804328751096
1248,1248,Ardian Ismajli,ALB,Empoli,Serie A,1996,20,DF,0.027100000000000006,0.07798000000000001,0.08930745123678764,0.0,0.3717461245978356
1249,1249,Hiroki Ito,JPN,Stuttgart,Bundesliga,1999,29,DF,0.0176,0.08756,0.12574302713305,0.030673684210526315,0.6864580286633519
1251,1251,Gian-Luca Itter,GER,Greuther F¸rth,Bundesliga,1999,24,DF,0.0124,0.07128,0.08992579928081074,0.0018,0.4252705469435507
1252,1252,Alex Iwobi,NGA,Everton,Premier League,1996,28,MFDF,0.0036,0.07412,0.04901031055900622,0.06901578947368421,0.5949107926294238
1253,1253,Armando Izzo,ITA,Torino,Serie A,1992,11,DF,0.019025,0.09,0.0806630489266645,0.0,0.15355367066393683
1256,1256,Paul Jaeckel,GER,Union Berlin,Bundesliga,1998,24,DF,0.0198,0.06,0.08268627220224475,0.0,0.5984205908160282
1259,1259,Ismail Jakobs,GER,Monaco,Ligue 1,1999,28,DFFW,0.003,0.05808,0.09886846246049907,0.0021000000000000003,0.35156478502486105
1264,1264,Reece James,ENG,Chelsea,Premier League,1999,26,DF,0.023986440677966098,0.0384,0.12248588645526862,0.1897421052631579,0.544896168470313
1266,1266,Jakub Jankto,CZE,Getafe,La Liga,1996,14,DFMF,0.0,0.0892,0.047902318840579716,0.0093,0.1713951447791752
1267,1267,Pontus Jansson,SWE,Brentford,Premier League,1991,37,DF,0.024475000000000004,0.09848000000000001,0.06437653699466056,0.05984736842105263,0.9710441649605148
1270,1270,Pawe? Jaroszy?ski,POL,Salernitana,Serie A,1994,13,DF,0.0,0.06,0.06264426501035197,0.0,0.1506288388417666
1276,1276,Jemerson,BRA,Metz,Ligue 1,1992,15,DF,0.012,0.07307999999999999,0.04601859213250517,0.0,0.351272301842644
1279,1279,Moritz Jenz,GER,Lorient,Ligue 1,1999,17,DF,0.017,0.06,0.07342115288220552,0.051578947368421044,0.40362679145949104
1281,1281,Juan Jesus,BRA,Napoli,Serie A,1991,21,DF,0.011500000000000002,0.07946,0.09951720605862482,0.051578947368421044,0.37350102369113775
1289,1289,Ben Johnson,ENG,West Ham,Premier League,2000,20,DF,0.03842372881355932,0.08064,0.09326668846028115,0.04421052631578948,0.4083065223749634
1297,1297,Josan,ESP,Elche,La Liga,1989,31,DFMF,0.006,0.05052,0.05701395445134576,0.11712631578947368,0.3539046504825972
