,Id,Name,Nation,Team,League,Born,Mac,Pos,Dripling,Press,Pas,Şut,Gole_katkı,Dakika
498,498,Ryan Christie,SCO,Bournemouth,Premier League,1995,19,MFFW,0.13823628437078578,0.14995080086386783,0.17415731254117908,0.06568554568554569,0.028000000000000004,0.500241662638956
499,499,Carney Chukwuemeka,ENG,Chelsea,Premier League,2003,8,MFFW,0.16022086080924766,0.2507932933813789,0.30684994744385596,0.058495558495558486,0.0,0.097148380860319
503,503,Tolga Ci�erci,TUR,Hertha BSC,Bundesliga,1992,1,MF,0.0006833159857351553,0.007041853022174104,0.02256188274102968,0.0025998025998026,0.0,0.02126631222812953
510,510,Bobby Clark,ENG,Liverpool,Premier League,2005,1,MF,0.0022497187851518562,0.004859515020400964,0.0092833997963889,0.0,0.0,0.0033832769453842437
512,512,Alexis Claude-Maurice,FRA,Lens,Ligue 1,1998,13,MFFW,0.006200154407052563,0.038297596414874034,0.052959149670746386,0.08133014133014133,0.05960360360360361,0.21604639922667956
519,519,Jack Colback,ENG,Nott'ham Forest,Premier League,1989,8,MF,0.015052508751458577,0.1434349758717715,0.1496146560887551,0.0,0.0,0.13533107781536974
522,522,�lex Collado,ESP,Elche,La Liga,1999,9,MF,0.07977075738413102,0.17113673534253157,0.1406472201105601,0.09825216825216826,0.04331531531531532,0.2585790236829386
527,527,Andrea Colpani,ITA,Monza,Serie A,1999,15,MF,0.07401679209369362,0.12831546249728587,0.25134835088294855,0.10793821793821795,0.05600000000000001,0.2319961333977767
531,531,Santi Comesa�a,ESP,Rayo Vallecano,La Liga,1996,18,MF,0.08208665953292774,0.282083989208007,0.1928359449228174,0.047465087465087465,0.028000000000000004,0.5389076848719188
535,535,Lewis Cook,ENG,Bournemouth,Premier League,1997,19,MF,0.03604065855952575,0.17782472480760048,0.2369916289899044,0.0,0.010810810810810811,0.7177380376993716
540,540,Francis Coquelin,FRA,Villarreal,La Liga,1991,15,MF,0.03733411738308233,0.18667439676669376,0.20065445044301683,0.06575757575757576,0.028000000000000004,0.3441275978733688
544,544,�ngel Correa,ARG,Atl�tico Madrid,La Liga,1995,19,MFFW,0.15591798857251737,0.0983259740742343,0.24936767215730204,0.18033264033264032,0.14,0.3963267278878685
547,547,Alessandro Cortinovis,ITA,Hellas Verona,Serie A,2001,1,MF,0.0,0.003529867521201582,0.027033167693856504,0.0,0.0,0.0024166263895601743
549,549,David Pereira da Costa,POR,Lens,Ligue 1,2001,20,MFFW,0.1731602222815047,0.1357407152446298,0.348728749070363,0.06221088221088221,0.04781981981981982,0.5944900918318028
554,554,Samu Costa,POR,Almer�a,La Liga,2000,17,MF,0.023057228499133966,0.28060996077289824,0.1736558017783977,0.06874419874419874,0.028000000000000004,0.5538907684871919
557,557,Lassana Coulibaly,MLI,Salernitana,Serie A,1996,19,MF,0.06678373028472204,0.17472921650377057,0.19131812590300312,0.05522144522144523,0.03790990990990992,0.7593040115998066
560,560,Mathieu Coutadeur,FRA,Ajaccio,Ligue 1,1986,14,MF,0.042267044487334336,0.14706259929699722,0.33132826782834524,0.0,0.0,0.4741420976317061
561,561,Philippe Coutinho,BRA,Aston Villa,Premier League,1992,18,MFFW,0.0779668268244176,0.14902933516222994,0.2725753075328463,0.060954660954660955,0.0,0.3436442725954567
563,563,Conor Coventry,IRL,West Ham,Premier League,2000,1,MFFW,0.0,0.0,0.0,0.0,0.0,0.0
566,566,Bryan Cristante,ITA,Roma,Serie A,1995,22,MF,0.019950642709481874,0.23166978878308586,0.2019783968567385,0.0334925134925135,0.028000000000000004,0.88835186080232
567,567,Domen ?rnigoj,SVN,Salernitana,Serie A,1995,2,MFFW,0.0013500576618938939,0.00933498134184403,0.01491250044010456,0.0,0.0,0.023199613339777672
574,574,Micka�l Cuisance,FRA,Sampdoria,Serie A,1999,1,MF,0.0,0.008573439721083131,0.008901200485691034,0.0,0.0,0.02126631222812953
577,577,Curro,ESP,Almer�a,La Liga,1996,2,MF,0.0002333722287047841,0.005994283013927934,0.01761274914901278,0.0013986013986013986,0.0,0.02029966167230546
585,585,Mahmoud Dahoud,GER,Dortmund,Bundesliga,1996,5,MF,0.0871509397069117,0.35320690512389463,0.37151559564015846,0.0,0.0,0.09521507974867086
589,589,Muhammed Damar,GER,Hoffenheim,Bundesliga,2004,5,MF,0.08500196226930211,0.19386094968696252,0.21235047146750247,0.0,0.0,0.06863218946350895
590,590,Mikkel Damsgaard,DEN,Brentford,Premier League,2000,11,MFFW,0.08422296971921052,0.2798801657726232,0.26593013161509754,0.06573426573426573,0.0,0.13726437892701787
593,593,Danilo,BRA,Nott'ham Forest,Premier League,2001,2,MF,0.0008833132044843257,0.00755174609596,0.01174099133154525,0.0,0.0,0.04349927501208313
600,600,Sergi Darder,ESP,Espanyol,La Liga,1993,20,MF,0.07841623250012766,0.1674638931610607,0.31940801416795606,0.021416451416451415,0.060504504504504515,0.8564523924601256
602,602,Vladim�r Darida,CZE,Hertha BSC,Bundesliga,1990,3,MF,0.1859281246259868,0.2697390557385005,0.0713203132796498,0.0,0.0,0.014499758337361043
604,604,Josh Dasilva,ENG,Brentford,Premier League,1998,22,MF,0.12224637242726191,0.10898053730198079,0.2433139232708,0.11354060354060355,0.10021621621621622,0.4823586273562107
608,608,Tom Davies,ENG,Everton,Premier League,1998,10,MF,0.024407738942633424,0.1342803031728306,0.1694534053831038,0.015384615384615384,0.0,0.19913001449975834
612,612,Kevin De Bruyne,BEL,Manchester City,Premier League,1991,20,MF,0.11297577559415527,0.11396596783270402,0.4165986945927137,0.06020664020664021,0.13985585585585586,0.7723537941034316
613,613,Charles De Ketelaere,BEL,Milan,Serie A,2001,18,MFFW,0.1822378780804921,0.10871099799623628,0.2509355614554115,0.026573426573426574,0.011711711711711712,0.3388110198163364
615,615,Rodrigo De Paul,ARG,Atl�tico Madrid,La Liga,1994,15,MF,0.07810226811744625,0.10283836430718438,0.49031298798763534,0.06501165501165501,0.04691891891891892,0.4224262928951184
621,621,Duccio Degli Innocenti,ITA,Empoli,Serie A,2003,1,MF,0.0,0.00030082385704339754,0.0,0.0,0.0,0.0009666505558240697
622,622,Brecht Dejaegere,BEL,Toulouse,Ligue 1,1991,18,MF,0.05209488673842698,0.12891110251548837,0.19870829145027752,0.13025935025935026,0.11920720720720722,0.5790236829386176
624,624,Alberto Del Moral,ESP,Villarreal,La Liga,2000,1,MF,0.0,0.0012096774193548388,0.003180942920211084,0.0,0.0,0.0019333011116481392
626,626,Thomas Delaney,DEN,Sevilla,La Liga,1991,8,MF,0.0033838973162193696,0.1567076009012132,0.23105377328345517,0.02027972027972028,0.0,0.14886418559690673
627,627,Thomas Delaney,DEN,Hoffenheim,Bundesliga,1991,2,MF,0.11145004490906678,0.18874076860830244,0.08128858724573457,0.0,0.0,0.06766553890768487
638,638,Kerem Demirbay,GER,Leverkusen,Bundesliga,1993,17,MF,0.006191460253509507,0.0673035717183747,0.18734156759302298,0.0626985026985027,0.08670270270270271,0.4364427259545674
640,640,Diego Demme,GER,Napoli,Serie A,1991,3,MF,0.0,0.026158052329603308,0.08066051181530841,0.0,0.0,0.01014983083615273
642,642,Branco van den Boomen,NED,Toulouse,Ligue 1,1995,22,MF,0.049384032078473236,0.17806368543107834,0.49272875466607174,0.10040404040404041,0.16972972972972974,0.9299178347027549
643,643,Leander Dendoncker,BEL,Aston Villa,Premier League,1995,12,MF,0.03814017657478648,0.26620712180281664,0.19304357829006916,0.015615615615615617,0.0,0.16433059449009182
644,644,Leander Dendoncker,BEL,Wolves,Premier League,1995,4,MF,0.03267424111609392,0.21866036461280486,0.16994882646238216,0.05804195804195804,0.0,0.10294828419526342
649,649,Halil Dervi�o�lu,TUR,Brentford,Premier League,1999,1,MF,0.0,0.0014992503748125939,0.0029041626331074545,0.02348852348852349,0.0,0.0033832769453842437
656,656,Kiernan Dewsbury-Hall,ENG,Leicester City,Premier League,1998,20,MF,0.12800979320959419,0.15787754304012355,0.32297651623583096,0.06302085302085303,0.06681081081081082,0.7428709521507975
670,670,Ibrahima Diallo,FRA,Southampton,Premier League,1999,13,MF,0.05509035532106177,0.17784710022207012,0.14196298324832013,0.0,0.0,0.3446109231512808
673,673,Mouhamadou Diarra,SEN,Strasbourg,Ligue 1,2004,16,MF,0.124111644755527,0.13855472742127115,0.204805469456211,0.03737583737583737,0.0,0.3963267278878685
676,676,Youba Diarra,MLI,C�diz,La Liga,1998,3,MF,0.0,0.010051344764790634,0.010167072728483325,0.0,0.0,0.019816336394393428
678,678,Kr�pin Diatta,SEN,Monaco,Ligue 1,1999,19,MFFW,0.12837972828168198,0.13371827540166897,0.22018273232815347,0.09128352128352128,0.06771171171171173,0.6481391976800387
680,680,Brahim D�az,ESP,Milan,Serie A,1999,19,MF,0.12531188124156412,0.09262314528132244,0.322834424728517,0.11896973896973898,0.13542342342342345,0.500241662638956
691,691,Tristan Dingom�,CMR,Troyes,Ligue 1,1991,8,MF,0.0985679849765756,0.1233478608960185,0.4615518775915971,0.06363636363636364,0.0,0.04736587723537941
696,696,Sofiane Diop,FRA,Nice,Ligue 1,2000,15,MFFW,0.14137480286647197,0.13967096560340164,0.2824101771737535,0.06500619500619499,0.031603603603603606,0.4291928467858869
697,697,Sofiane Diop,FRA,Monaco,Ligue 1,2000,1,MF,0.31780828312004844,0.028138779299141332,0.35914748882279807,0.11666666666666667,0.028000000000000004,0.030932817786370227
716,716,Jeremy Doku,BEL,Rennes,Ligue 1,2002,15,MFFW,0.22443310129129784,0.17245669773852915,0.2572033631413157,0.057367857367857364,0.0,0.20492991783470277
719,719,Carlos Dominguez,ESP,Celta Vigo,La Liga,2001,1,MF,0.0,0.0,0.0003457723207314714,0.0,0.0,0.0
720,720,Nicol�s Dom�nguez,ARG,Bologna,Serie A,1998,18,MF,0.06137378295068799,0.2306942477110678,0.2946315857856901,0.04533799533799533,0.04061261261261262,0.6452392460125664
725,725,Niklas Dorsch,GER,Augsburg,Bundesliga,1998,4,MF,0.07492820023511111,0.5061458288225545,0.17846488863327975,0.0,0.0,0.03818269695505075
728,728,Lohann Doucet,FRA,Nantes,Ligue 1,2002,8,MFFW,0.09990007875029672,0.3155828014471021,0.3387449548672047,0.07762237762237763,0.0,0.03721604639922668
729,729,Abdoulaye Doucour�,MLI,Everton,Premier League,1993,11,MF,0.03834971932283002,0.14845651828729264,0.18074725217728216,0.03769713769713769,0.0,0.15321411309811503
730,730,Cheick Doucour�,MLI,Crystal Palace,Premier League,2000,20,MF,0.03759018920904564,0.25896655025841725,0.19540520600328917,0.04083559083559084,0.00990990990990991,0.7955534074432092
732,732,D�sir� Dou�,FRA,Rennes,Ligue 1,2005,16,MFFW,0.22565845033702822,0.25022699160672685,0.18050063035535194,0.12922971922971924,0.09571171171171172,0.33736104398260025
735,735,Kamory Doumbia,MLI,Reims,Ligue 1,2003,19,MF,0.11414132389577988,0.20615985624576247,0.2893501521643341,0.07451122451122452,0.05780180180180181,0.43015949734171094
737,737,Flynn Downes,ENG,West Ham,Premier League,1999,10,MF,0.0033838973162193696,0.22210086542000684,0.16135642528882232,0.03543543543543544,0.0,0.14934751087481876
741,741,Dominick Drexler,GER,Schalke 04,Bundesliga,1990,16,MFFW,0.029467485297239103,0.14558639533737544,0.22365056041708636,0.03565089565089565,0.08482882882882883,0.403093281778637
744,744,Ondrej Duda,SVK,Hellas Verona,Serie A,1994,2,MF,0.008284714119019836,0.2740304075715565,0.22647966315631832,0.0,0.0,0.05896568390526825
745,745,Ondrej Duda,SVK,K�ln,Bundesliga,1994,13,MF,0.06609532760871081,0.14024655342188036,0.23495063622637374,0.027272727272727275,0.0,0.3325277912034799
749,749,Alfred Duncan,GHA,Fiorentina,Serie A,1993,13,MF,0.07120698346685458,0.1491454859436721,0.3026783400509014,0.010210210210210211,0.0,0.2590623489608506
756,756,Paulo Dybala,ARG,Roma,Serie A,1993,16,MFFW,0.1255320756465977,0.09951290047461327,0.22411822634194634,0.1641777441777442,0.2654414414414415,0.5693571773803769
758,758,Malcolm Ebiowei,ENG,Crystal Palace,Premier League,2003,3,MFFW,0.029788339004795047,0.017628886432407124,0.05877520337990816,0.0,0.0,0.01594973417109715
763,763,�derson,BRA,Atalanta,Serie A,1999,19,MFFW,0.08176354769424687,0.2410002521097891,0.2265043257368347,0.07126252126252125,0.028000000000000004,0.5215079748670856
766,766,Maximilian Eggestein,GER,Freiburg,Bundesliga,1996,19,MF,0.031150110727762553,0.06581124244450126,0.18005647409931191,0.004195804195804196,0.011711711711711712,0.6747220879652005
767,767,Lilian Egloff,GER,Stuttgart,Bundesliga,2002,10,MFFW,0.10021089170731186,0.18568584070508895,0.16248087502698313,0.022222222222222223,0.0,0.11599806669888835
768,768,��igo Eguaras,ESP,Almer�a,La Liga,1992,16,MF,0.024008736813565863,0.16025144852749615,0.34817505359569584,0.026946386946386947,0.04061261261261262,0.3030449492508458
772,772,Albin Ekdal,SWE,Spezia,Serie A,1989,15,MF,0.031150292849230772,0.19173261246541806,0.20277569893156802,0.019498519498519495,0.013513513513513513,0.28274528757854034
776,776,Alberth Elis,HON,Brest,Ligue 1,1996,2,MFFW,0.08728160730200443,0.10939210466965543,0.11063895869355889,0.0,0.0,0.033832769453842435
778,778,Harvey Elliott,ENG,Liverpool,Premier League,2003,20,MFFW,0.07004862139297865,0.14126113997266948,0.3530121833344313,0.06945231945231946,0.035207207207207214,0.5461575640405993
780,780,Mohamed Elneny,EGY,Arsenal,Premier League,1992,5,MF,0.008984830805134188,0.09372033927409763,0.22899645780276487,0.0,0.0,0.0541324311261479
785,785,Mohamed Elyounoussi,NOR,Southampton,Premier League,1994,20,MFFW,0.06967647242640582,0.15602277143953094,0.12173826484982876,0.035072135072135066,0.005405405405405406,0.6761720637989367
791,791,Wataru Endo,JPN,Stuttgart,Bundesliga,1993,19,MF,0.06931392754422933,0.1654268040071179,0.26616077429594703,0.06984669984669986,0.0885045045045045,0.8028032866118898
792,792,Arne Engels,BEL,Augsburg,Bundesliga,2003,5,MF,0.06357414300713593,0.18357273978016023,0.32113418747478856,0.014685314685314685,0.03873873873873874,0.2029966167230546
793,793,Christian Eriksen,DEN,Manchester Utd,Premier League,1992,19,MF,0.02651652039540978,0.11989305166645797,0.36728499333552433,0.050503370503370504,0.06583783783783784,0.7191880135331078
795,795,Gonzalo Escalante,ARG,Cremonese,Serie A,1993,9,MF,0.027290611228276487,0.20677500362986473,0.22411099017647135,0.0207984207984208,0.014414414414414413,0.2677622039632673
796,796,Gonzalo Escalante,ARG,C�diz,La Liga,1993,3,MF,0.02679370830209729,0.11890147252346894,0.27542950613242706,0.07417249417249416,0.05600000000000001,0.10101498308361527
800,800,Salvatore Esposito,ITA,Spezia,Serie A,2000,4,MF,0.07972928932959183,0.19953778166848452,0.2758199764955008,0.0,0.0,0.09134847752537457
804,804,Edu Exp�sito,ESP,Espanyol,La Liga,1996,18,MF,0.0548998921522565,0.19349920931706596,0.21107068330036968,0.09116004116004117,0.07311711711711713,0.4475592073465442
805,805,Eberechi Eze,ENG,Crystal Palace,Premier League,1998,22,MFFW,0.17399262076067493,0.08918747864449915,0.2648895467708308,0.07082971082971083,0.09931531531531532,0.7481875302078298
809,809,Fabinho,BRA,Liverpool,Premier League,1993,18,MF,0.007049604965184884,0.23344397621860768,0.28305436570993325,0.019588819588819587,0.0,0.6051232479458676
814,814,Nicol� Fagioli,ITA,Juventus,Serie A,2001,12,MF,0.048726309629874516,0.1510105128791854,0.22797681560497854,0.17327516327516326,0.08482882882882883,0.2735621072982117
817,817,Romain Faivre,FRA,Lyon,Ligue 1,1998,10,MF,0.20552618072477166,0.13366559769035785,0.33920530938689064,0.042657342657342646,0.002702702702702703,0.1445142580956984
824,824,Khalil Fayad,FRA,Montpellier,Ligue 1,2004,13,MF,0.0721779769079702,0.31558957961587725,0.21676595598476278,0.015384615384615384,0.03873873873873874,0.19816336394393427
827,827,Jacopo Fazzini,ITA,Empoli,Serie A,2003,11,MF,0.028676015291896687,0.3661410329961269,0.16927531757591968,0.0,0.0,0.1179313678105365
829,829,Nabil Fekir,FRA,Betis,La Liga,1993,13,MF,0.19113758279895007,0.08141720019580398,0.31221189900333324,0.05544110544110544,0.07672072072072073,0.3769937167713871
833,833,Jo�o F�lix,POR,Chelsea,Premier League,1999,2,MFFW,0.026015962780151,0.11189259197719353,0.29629200747556617,0.3367422667422668,0.028000000000000004,0.07056549057515708
838,838,Lewis Ferguson,SCO,Bologna,Serie A,1999,15,MF,0.047882109056942054,0.17508455183231436,0.1902227549594707,0.10709443709443711,0.084,0.486225229579507
839,839,Bruno Fernandes,POR,Manchester Utd,Premier League,1994,21,MFFW,0.07259856062087688,0.15978835527835206,0.3344270086158171,0.10191772191772192,0.15711711711711712,0.9120347994200096
842,842,�lex Fern�ndez,ESP,C�diz,La Liga,1992,19,MFFW,0.02395837287418472,0.0715908997797215,0.21518771533300834,0.09233100233100233,0.084,0.5930401159980667
845,845,Enzo Fern�ndez,ARG,Chelsea,Premier League,2001,2,MF,0.004557937587248546,0.019159268014427196,0.1585056957291431,0.0,0.0045045045045045045,0.08651522474625423
854,854,Jordan Ferri,FRA,Montpellier,Ligue 1,1992,19,MF,0.06120778264629714,0.17862372566589219,0.19183383919673144,0.007799407799407799,0.010810810810810811,0.7298211696471725
861,861,Florian Flick,GER,Schalke 04,Bundesliga,2000,8,MF,0.01585835477745081,0.15139590500402278,0.13198556695247854,0.0233982233982234,0.0,0.24697921701304978
866,866,Seko Fofana,CIV,Lens,Ligue 1,1995,20,MF,0.14063138853064583,0.11385472952266097,0.327843036159313,0.06002331002331002,0.09751351351351352,0.8414693088448526
870,870,Youssouf Fofana,FRA,Monaco,Ligue 1,1999,22,MF,0.12150600100826514,0.21374476905187106,0.2031329890212012,0.03414918414918415,0.03250450450450451,0.88835186080232
874,874,Emil Forsberg,SWE,RB Leipzig,Bundesliga,1991,17,MFFW,0.07644195025045328,0.14292309506662285,0.14044153217694025,0.08625590625590626,0.07762162162162163,0.36442725954567423
875,875,Adam Forshaw,ENG,Leeds United,Premier League,1991,5,MF,0.11064619089461053,0.18216326222292648,0.22429038593937806,0.0,0.0,0.0763653939101015
877,877,Philipp F�rster,GER,Bochum,Bundesliga,1995,17,MF,0.04831733564008876,0.1971358334095476,0.24423949555220534,0.09303030303030305,0.10284684684684686,0.41855969067182214
884,884,Bartol Franji?,CRO,Wolfsburg,Bundesliga,2000,5,MF,0.008869751198711777,0.041233113264089995,0.09915559848103925,0.005594405594405594,0.0036036036036036032,0.10923151280811987
887,887,Davide Frattesi,ITA,Sassuolo,Serie A,1999,21,MF,0.06631128976142443,0.15207311141113855,0.1640531331187018,0.12168021168021169,0.14,0.83373610439826
888,888,Fred,BRA,Manchester Utd,Premier League,1993,19,MF,0.04629912505685598,0.2881257561674531,0.3033601285625897,0.0937993237993238,0.05600000000000001,0.3682938617689705
891,891,Remo Freuler,SUI,Nott'ham Forest,Premier League,1992,18,MF,0.02163281283494898,0.19182249497404003,0.17748538582943954,0.007799407799407799,0.0,0.7056549057515707
898,898,Angelo Fulgini,FRA,Mainz 05,Bundesliga,1996,16,MF,0.13293304946069226,0.13391517222197294,0.24191212215768054,0.04825174825174825,0.015315315315315317,0.2532624456259062
902,902,Gianluca Gaetano,ITA,Napoli,Serie A,2000,3,MF,0.004042012251385729,0.06625560948632465,0.19533111814487503,0.015015015015015015,0.022522522522522525,0.015466408893185112
903,903,Roberto Gagliardini,ITA,Inter,Serie A,1994,10,MF,0.05232775016308493,0.2290175334318186,0.2885425002557562,0.08549213549213548,0.0,0.18994683421942968
907,907,I�igo Ruiz de Galarreta,ESP,Mallorca,La Liga,1993,17,MF,0.02256050489381049,0.16561774632066412,0.2655402483535101,0.00979020979020979,0.0,0.6292895118414693
909,909,Conor Gallagher,ENG,Chelsea,Premier League,2000,20,MFFW,0.11983162884236365,0.24237273256921799,0.3598152249029821,0.07764211764211765,0.03790990990990992,0.4059932334461092
914,914,Idrissa Gana Gueye,SEN,Everton,Premier League,1989,16,MF,0.03089818237323229,0.247301215379748,0.22944339086527513,0.009099309099309099,0.006306306306306306,0.5896568390526824
918,918,Aleix Garc�a,ESP,Girona,La Liga,1997,21,MF,0.04821337862977684,0.14854721468124346,0.4266871219208386,0.04677124677124678,0.0018018018018018016,0.8844852585790236
922,922,Dani Garc�a,ESP,Athletic Club,La Liga,1990,13,MF,0.013742702009128357,0.21573510300149923,0.2840688421925529,0.0,0.013513513513513513,0.28709521507974867
927,927,Rub�n Garc�a,ESP,Osasuna,La Liga,1993,17,MFFW,0.07132352690859156,0.15808282314769237,0.24410498671051872,0.05387429387429388,0.054126126126126134,0.30159497341710967
930,930,James Garner,ENG,Everton,Premier League,2001,6,MF,0.04912384761339847,0.22998161599542805,0.2073026516466563,0.08189378189378191,0.0,0.0681488641855969
933,933,Johan Gastien,FRA,Clermont Foot,Ligue 1,1988,18,MF,0.025874369523478317,0.24830915333642162,0.4049386713053893,0.08704949704949705,0.06590990990990991,0.7554374093765104
935,935,Gavi,ESP,Barcelona,La Liga,2004,20,MFFW,0.08227906584343422,0.19741083174933519,0.2001385259609577,0.04555618555618556,0.04061261261261262,0.612373127114548
938,938,Dennis Geiger,GER,Hoffenheim,Bundesliga,1998,17,MF,0.022556456083122376,0.17718453288272368,0.2694925721366491,0.09382284382284384,0.04151351351351352,0.5703238279362011
941,941,Denis Genreau,AUS,Toulouse,Ligue 1,1999,8,MFFW,0.0629461865691526,0.524656093541521,0.17600845661994802,0.0,0.0,0.04543257612373127
942,942,Yannick Gerhardt,GER,Wolfsburg,Bundesliga,1994,15,MF,0.025132503927400483,0.09301772963945942,0.15970816210304697,0.14856506856506857,0.12010810810810812,0.4697921701304978
944,944,Gerson,BRA,Marseille,Ligue 1,1997,10,MF,0.07298034871681248,0.13062376864560382,0.25045977714576284,0.08242424242424243,0.05600000000000001,0.20106331561140647
945,945,Isma�l Gharbi,ESP,Paris S-G,Ligue 1,2004,3,MFFW,0.0019999986376734355,0.007245433503902939,0.019484293324697078,0.0,0.0,0.022232962783953602
947,947,Saman Ghoddos,IRN,Brentford,Premier League,1993,9,MFFW,0.00044994375703037124,0.005109403247933964,0.01213624441494588,0.0012999012999013,0.0,0.0430159497341711
950,950,Morgan Gibbs-White,ENG,Nott'ham Forest,Premier League,2000,19,MFFW,0.12253719013301018,0.07220369617201436,0.22142648607420926,0.06743631743631744,0.07672072072072073,0.7515708071532141
956,956,Billy Gilmour,SCO,Brighton,Premier League,2001,7,MF,0.03208500629369987,0.17281454756868941,0.390091456167598,0.0,0.0,0.07829869502174965
958,958,Gvidas Gineitis,LTU,Torino,Serie A,2004,1,MF,0.0016000042001750947,0.005138559752381874,0.017289495243996277,0.0,0.0,0.02126631222812953
966,966,Aleksandr Golovin,RUS,Monaco,Ligue 1,1996,22,MFFW,0.09409310548590448,0.19794679162145046,0.2537241920287929,0.1247090447090447,0.17063063063063064,0.7612373127114548
967,967,Andr� Gomes,POR,Lille,Ligue 1,1993,14,MF,0.03298678584898611,0.2601132760251073,0.28542294416119596,0.035016065016065016,0.028000000000000004,0.36926051232479457
968,968,Angel Gomes,ENG,Lille,Ligue 1,2000,21,MF,0.09034123029661978,0.14429798448325898,0.34318561405193715,0.043403263403263406,0.07041441441441443,0.8090865152247463
969,969,Jo�o Gomes,BRA,Wolves,Premier League,2001,1,MF,0.004500003547310663,0.007637640245138796,0.018203180230795618,0.03190743190743191,0.028000000000000004,0.009666505558240696
971,971,Dani G�mez,ESP,Espanyol,La Liga,1998,7,MFFW,0.014585764294049007,0.13260479268048872,0.1199911288472009,0.0,0.0,0.03624939584340261
974,974,Moi G�mez,ESP,Osasuna,La Liga,1994,20,MFFW,0.06816717162384467,0.11273095666622623,0.35124427773783373,0.054994224994225,0.03790990990990992,0.7926534557757371
975,975,Papu G�mez,ARG,Sevilla,La Liga,1988,13,MFFW,0.0845416963999535,0.09531360839207328,0.3703488712850928,0.07285957285957287,0.012612612612612612,0.32334461092315125
978,978,Maxime Gonalons,FRA,Clermont Foot,Ligue 1,1989,11,MF,0.03468585664514294,0.15579433727123831,0.2526541118857483,0.1211888111888112,0.028000000000000004,0.26389560173997095
982,982,Joan Gonz�lez,ESP,Lecce,Serie A,2002,22,MF,0.06967042476383065,0.1774341755144876,0.14973048220789198,0.045431655431655435,0.04331531531531532,0.7718704688255196
984,984,Nicol�s Gonz�lez,ESP,Valencia,La Liga,2002,13,MF,0.11521565375679133,0.1266969894065133,0.4117072868521182,0.04777357777357777,0.028000000000000004,0.28709521507974867
987,987,Jacek G�ralski,POL,Bochum,Bundesliga,1992,3,MF,0.0073512252042007,0.23856813889050985,0.10064215885781459,0.0,0.0,0.0681488641855969
988,988,Anthony Gordon,ENG,Newcastle Utd,Premier League,2001,2,MFFW,0.13887324094399567,0.141450959286566,0.27776813439715586,0.06666666666666667,0.0,0.03673272112131465
990,990,Leon Goretzka,GER,Bayern Munich,Bundesliga,1995,15,MF,0.07987551837514782,0.1985321836793493,0.25562390523086564,0.13203091203091202,0.09210810810810811,0.4905751570807153
993,993,Mario G�tze,GER,Eint Frankfurt,Bundesliga,1992,19,MF,0.043879377535472996,0.12713479267590888,0.2607868914820453,0.09321720321720321,0.061405405405405414,0.7742870952150798
998,998,Jos� Gragera,ESP,Espanyol,La Liga,2000,1,MF,0.0,0.3188691337943228,0.1165337798713045,0.0,0.0,0.014499758337361043
999,999,Alberto Grassi,ITA,Empoli,Serie A,1995,11,MF,0.01748244129927166,0.18632432258634601,0.1928434508415121,0.013286713286713287,0.0,0.2261962300628323
1000,1000,Ryan Gravenberch,NED,Bayern Munich,Bundesliga,2002,12,MF,0.06158104092724929,0.1747889709372569,0.29093401965429394,0.08943908943908944,0.0,0.1208313194780087
1004,1004,Adrian Grbi?,AUT,Lorient,Ligue 1,1996,2,MFFW,0.03885647607934655,0.0535644724108147,0.11821923159705315,0.0,0.0,0.011599806669888834
1007,1007,Sam Greenwood,ENG,Leeds United,Premier League,2002,12,MFFW,0.05514094996814595,0.20611339559912747,0.26238381871292693,0.137976857976858,0.07935135135135135,0.15321411309811503
1010,1010,Cl�ment Grenier,FRA,Mallorca,La Liga,1991,14,MF,0.043346457960619075,0.20908609945819145,0.2629090400478537,0.002097902097902098,0.0,0.28854519091348474
1014,1014,Christian Gro�,GER,Werder Bremen,Bundesliga,1989,17,MF,0.053108415758273686,0.20216700971031568,0.14649120446566816,0.1203992103992104,0.028000000000000004,0.5785403576607057
1016,1016,Brajan Gruda,GER,Mainz 05,Bundesliga,2004,2,MF,0.00044994375703037124,0.00024193548387096774,0.0020471488359989163,0.0,0.0,0.0014499758337361045
1017,1017,Ilia Gruev,BUL,Werder Bremen,Bundesliga,2000,18,MF,0.029709695362036995,0.14569195847365238,0.22550988843269903,0.006293706293706294,0.0,0.4635089415176413
1018,1018,Carlos Gruezo,ECU,Augsburg,Bundesliga,1995,13,MF,0.027024390291350446,0.14585292407502354,0.14551475408928702,0.0,0.0,0.4639922667955534
1020,1020,Andr�s Guardado,MEX,Betis,La Liga,1986,14,MFFW,0.019175402103448428,0.18840057321052783,0.25909988984263366,0.16652470652470652,0.028000000000000004,0.333494441759304
1028,1028,Matt�o Guendouzi,FRA,Marseille,Ligue 1,1999,21,MF,0.07401437347080045,0.15376124681662395,0.24329126120689867,0.03414918414918415,0.04511711711711712,0.7061382310294828
1031,1031,Ander Guevara,ESP,Real Sociedad,La Liga,1997,5,MF,0.037408962011835176,0.13110324614082386,0.3051158846352957,0.0,0.0,0.06476558724021267
1032,1032,Pape Gueye,SEN,Sevilla,La Liga,1999,2,MF,0.06226599720844059,0.2983134274701479,0.1989318233018145,0.0,0.047747747747747746,0.08264862252295795
